Time,u(Time),Voltage,u(Voltage)
(sec),(sec),(V),(V)
0.001175984,0,-1.3488799999999999,0.0012969194269498781
0.001191984,0,-1.3103,0.0012969194269498781
0.0012079840000000003,0,-1.2523199999999999,0.0012969194269498781
0.001223984,0,-1.18672,0.0012969194269498781
0.0012399839999999997,0,-1.1073600000000001,0.0012969194269498781
0.0012559839999999997,0,-1.0164600000000001,0.0012969194269498781
0.001271984,0,-0.9137000000000001,0.0012969194269498781
0.001287984,0,-0.80608,0.0012969194269498781
0.0013039839999999998,0,-0.68544,0.0012969194269498781
0.001319984,0,-0.56148,0.0012969194269498781
0.0013359840000000001,0,-0.42766,0.0012969194269498781
0.0013519839999999999,0,-0.29052,0.0012969194269498781
0.0013679839999999998,0,-0.15175999999999998,0.0012969194269498781
0.001383984,0,-0.013660000000000007,0.0012969194269498781
0.001399984,0,0.13165999999999997,0.0012969194269498781
0.001415984,0,0.26956,0.0012969194269498781
0.0014319839999999999,0,0.40682000000000007,0.0012969194269498781
0.0014479840000000003,0,0.54166,0.0012969194269498781
0.001463984,0,0.67326,0.0012969194269498781
0.001479984,0,0.79146,0.0012969194269498781
0.001495984,0,0.9076799999999999,0.0012969194269498781
0.001511984,0,1.01428,0.0012969194269498781
0.001527984,0,1.11098,0.0012969194269498781
0.001543984,0,1.1919600000000001,0.0012969194269498781
0.001559984,0,1.2665,0.0012969194269498781
0.0015759840000000001,0,1.3281599999999998,0.0012969194269498781
0.001591984,0,1.3663600000000005,0.0012969194269498781
0.001607984,0,1.4044400000000001,0.0012969194269498781
0.0016239840000000002,0,1.42334,0.0012969194269498781
0.0016399840000000001,0,1.4331800000000001,0.0012969194269498781
0.001655984,0,1.4228800000000001,0.0012969194269498781
0.001671984,0,1.3909800000000003,0.0012969194269498781
0.0016879840000000002,0,1.3575000000000004,0.0012969194269498781
0.0017039840000000002,0,1.30576,0.0012969194269498781
0.001719984,0,1.2415999999999998,0.0012969194269498781
0.001735984,0,1.1656399999999998,0.0012969194269498781
0.0017519840000000003,0,1.0799,0.0012969194269498781
0.001767984,0,0.98052,0.0012969194269498781
0.001783984,0,0.8701400000000001,0.0012969194269498781
0.0017999840000000003,0,0.7538799999999999,0.0012969194269498781
0.0018159840000000003,0,0.62774,0.0012969194269498781
0.001831984,0,0.4995,0.0012969194269498781
0.0018479840000000002,0,0.36254,0.0012969194269498781
0.001863984,0,0.22262,0.0012969194269498781
0.001879984,0,0.08386000000000002,0.0012969194269498781
0.001895984,0,-0.0617,0.0012969194269498781
0.0019119839999999998,0,-0.20132,0.0012969194269498781
0.001927984,0,-0.33564000000000005,0.0012969194269498781
0.001943984,0,-0.47387999999999997,0.0012969194269498781
0.001959984,0,-0.6058600000000002,0.0012969194269498781
0.001975984,0,-0.7256600000000001,0.0012969194269498781
0.001991984,0,-0.84564,0.0012969194269498781
0.002007984,0,-0.9507599999999999,0.0012969194269498781
0.002023984,0,-1.05136,0.0012969194269498781
0.0020399839999999995,0,-1.1352200000000001,0.0012969194269498781
0.002055984,0,-1.21438,0.0012969194269498781
0.0020719840000000002,0,-1.27334,0.0012969194269498781
0.002087984,0,-1.32798,0.0012969194269498781
0.002103984,0,-1.35994,0.0012969194269498781
0.0021199839999999997,0,-1.3802999999999994,0.0012969194269498781
0.002135984,0,-1.3902199999999998,0.0012969194269498781
0.0021519839999999996,0,-1.3819199999999996,0.0012969194269498781
0.002167984,0,-1.3637199999999998,0.0012969194269498781
0.0021839840000000004,0,-1.3349000000000002,0.0012969194269498781
0.0021999840000000003,0,-1.2830599999999996,0.0012969194269498781
0.0022159840000000003,0,-1.2244000000000002,0.0012969194269498781
0.002231984,0,-1.1508399999999999,0.0012969194269498781
0.0022479839999999997,0,-1.0632800000000002,0.0012969194269498781
0.0022639839999999997,0,-0.9663,0.0012969194269498781
0.002279984,0,-0.8593399999999999,0.0012969194269498781
0.0022959839999999996,0,-0.7478199999999999,0.0012969194269498781
0.002311984,0,-0.6262400000000001,0.0012969194269498781
0.0023279840000000004,0,-0.49386,0.0012969194269498781
0.002343984,0,-0.35944000000000004,0.0012969194269498781
0.002359984,0,-0.22180000000000002,0.0012969194269498781
0.002375984,0,-0.08186000000000003,0.0012969194269498781
0.0023919839999999998,0,0.05956,0.0012969194269498781
0.0024079839999999997,0,0.19926000000000002,0.0012969194269498781
0.002423984,0,0.33806,0.0012969194269498781
0.002439984,0,0.47734000000000004,0.0012969194269498781
0.002455984,0,0.60678,0.0012969194269498781
0.002471984,0,0.7336200000000002,0.0012969194269498781
0.002487984,0,0.84976,0.0012969194269498781
0.002503984,0,0.9631399999999999,0.0012969194269498781
0.002519984,0,1.0647,0.0012969194269498781
0.002535984,0,1.1513,0.0012969194269498781
0.002551984,0,1.2285599999999999,0.0012969194269498781
0.002567984,0,1.2982400000000003,0.0012969194269498781
0.002583984,0,1.3503000000000003,0.0012969194269498781
0.002599984,0,1.3870200000000001,0.0012969194269498781
0.002615984,0,1.4166000000000003,0.0012969194269498781
0.0026319839999999995,0,1.4297400000000002,0.0012969194269498781
0.002647984,0,1.4266200000000002,0.0012969194269498781
0.0026639840000000003,0,1.4077000000000002,0.0012969194269498781
0.002679984,0,1.3771200000000003,0.0012969194269498781
0.0026959840000000002,0,1.33696,0.0012969194269498781
0.002711984,0,1.27554,0.0012969194269498781